text,is_racism,is_against
"Eu : Pai viu o negócio pra mim, preciso do dinheiro Pai : Jae de quanto você precisa Eu : sla 50 ou 60 reais acho q dá Pai : Jae vou vê essa visão p você  Eu : Aula chefe   Ele começou a rir kkkkkkkkkk",0,0
"gente esse cachorro eh da minha vó e sumiu próximo ao aeroparque  ele eh preto, velho, basset, beeemm gordo, faz tratamento de cancer e o nome dele eh Mico  pfv se alguém ver me avisa pq vovó ta com diabete alterada e super tristinha :c rt p ajuda https://t.co/w3uHv8lF0Q",0,0
"@louiepcx Ess* racista toda hora fica fazendo exposed dos outros, e depois fica pagando de sons*, não aguento mais ver el* e os amigos del* na timeline, chacota demais...",0,0
"@01Alanjacobsen @reidaamerica19 @LucasCollar Renan Lodi é o melhor lateral esquerdo disparado no Brasil, e sim, o Atlético vai pagar os 25 milhões nele. O negócio feito vai  ser parecido com o que o Grêmio fez com o Arthur, foi paga a metade do valor à vista e a outra metade parcelada",0,0
"É isso minha família, mais um lançamento do Baile da Argentina, pique da rave, impossível ficar parado ouvindo essa, ritminho de toda sexta-feira no Urubu 🎶🎶🎵🎵🇦🇷🇦🇷  https://t.co/Wm0JZM0Zex  @DaNormaDj @djdinho_vn @pretochiquevn @MC_Guerreiro_22 @FachasGuilherme @BailedaNorma",0,0
"A quem possa não ter visto ainda, ontem escrevi sobre esse último filme do Godzilla com a cara mais lavada do mundo sem um pingo de vergonha na cara, caso queiram me ver elogiando o negócio e falando um pouco sobre espetáculo.  https://t.co/XLwHLbLclu",0,0
@canalpedrugo @roogomes uma duvida quem é o do topo parece o V mais ele ta embaixo de cabelo azul pq o SUGA não ta parecendo. obs a preta tem contraste melhor mais esse problema se é o SUGA ou V atrapalha a estampa bjos @BTS_twt,0,0
ESSE NEGÓCIO TÁ PINICANDO ALGUÉM ME AJUDA,0,0
@erosjkjm tudo preto amg https://t.co/eJ3pSCoIwU,0,0
@canalpedrugo @roogomes Preta❤,0,0
banho é um negócio incrível né ♥ renova minhas energias de um jeito,0,0
Odeiam ver um preto no poder e não é novidade!,0,0
Negócio de destino é uma parada muito loca...,0,0
"@br_romancat ""Não acumulem para vocês tesouros na terra, onde a traça e a ferrugem  destroem e onde os ladrões arrombam e furtam. Mas acumulem para vocês  tesouros nos céus, onde a traça e a ferrugem não destroem e onde os  ladrões não arrombam nem furtam. (...)",0,0
"Se esse negócio de ""você colhe oq planta"" for vdd  eu tenho até dó de você",0,0
@CarlosNeumannF NÃO É NÃO. N SERVIU PRA NADA ESSE NEGÓCIO,0,0
vou comprar os negócio p Lara fazer bolo quando ela chegar 😊,0,0
ia postar um negócio mais desistir,0,0
Quando meu tio tá com essa moto preta todo mundo sabe quando ele chega por causa do barulho,0,0
"😈RESENHA DA MONALY || NOITE DA PERDIÇÃO😈  📆13 de JULHO  🕔18:00 hrs  🔥ATRAÇÕES🔥 • SODRÉ • HENRIQUE DA VK  • MT FAIXA PRETA  💥ICE E COROTE 1,00💥  INGRESSO 5$ UNISSEX 🔖  📌 Emoção das Flores https://t.co/0Mr6qsDIcX",0,0
"@lunarcollins Marrom, preto é feijoada",0,0
"@negoney123 Verdade negão, créditos a você",0,0
aqui em Brasília fizeram a primeira cirurgia pra separar gêmeos e meu coração chega enche de orgulho quando eu lembro que foi um médico PRETO que mudou o jogo    DR. BEN CARSON PAVED THE WAY,0,0
"@sasa28123 @deustedibre @AnisioCiscotto Então a ""condenação"" dele ser ladrão é por isso ?   Tendiii",0,0
@_andamentomaze @pedroavpribeiro O Vale Preto é o Michael B Jordan,0,0
kero volta c esse cabelo preto :( #NewProfilePic https://t.co/Y5ferP6RMo,0,0
E aquele morenin parou de falar ? — Que moreninho anônimo? https://t.co/xufJmQTf0E,0,0
Qual melhor foto do Louis?  Primeiro: preto Segundo: vermelho  Cite sua resposta usando: My #TeenChoice nominee for #ChoiceMaleArtist is @Louis_Tomlinson https://t.co/Dpj2JjyZgj,0,0
@wesllleysiquei1 @belieberloc @Ricardin021 Ql foi negão kkkk,0,0
Só os carinhos do preto agora 😕,0,0
Cabelo preto é uma merda pra descolorir,0,0
O Duarte acabou de confundir um branco com um preto Se ele n é daltónico então não sei 😂,0,0
"E aqui estou considerando o preço em US$. Pq tá complicado comprar algo assim no Brasil, ainda mais se tratando de Apple que já deixa o negócio um pouco mais caro por si só.",0,0
"Não consigo superar o show do calcinha preta mdssss, a Silvânia mandou um coração pra mim! MANOOOOO",0,0
"Gente q negócio e esse,nude do Neymar kkk😂😂",0,0
Eu estou atentando  com essse negócio do menino Ney,0,0
"@borgoues Pois é, por isso é que a forma como te expressas é muito importante. Se dissesses ""acho que preto te ficava melhor"" era uma coisa, se dissesses ""foda-se puta de paneleiro devia morrer"" se calhar eu já te considerava homofóbico",0,0
tô vivendo aquele negócio do meme do 3ao pra vida sendo QUE NEM NO 3º ANO EU TO pra ta com isso porra serio,0,0
@aluottolau porra de mandioca o negócio é MACAXEIRA  NORDESTE CARAIO,0,0
@gguklesbian PUTA MERDA EU TENHO UM NEGÓCIO PRA TE FALAR NEGA,0,0
@91slmj @louiexplict me deixa em paz urubu,1,0
"@geocaio O filme 12 anos de escravidão me despertou para a vida em relação a estrutura racista que a gente vive, já assisti 3 vezes, fico mal, mas ajudou.",0,0
E o preto sempre foi melhor caminho,0,0
"Sabem aquela necessidade enorme de mudar de ares? Preciso desesperadamente de algo novo. Pessoas novas, estilos novos, costumes novos, sentimentos novos, preciso de sentir que as coisas não são preto e branco e que ainda há imenso p descobrir, que isto vale tudo mm a pena",0,0
@Roh_Andrad Negão do pinto  PP? KKK PREFERIU UM DEDO MESMO KKKK...  Gabriel Jesus vc nao é a razão dos pensamentos impuros da @Ludmilla,0,0
@luucas_rod O atirador assiste negão tu vai curtir dms,0,0
gente alguem tem o link daquele negócio colorido do lgbt pride na foto de perfil só que o o roxo/azul e rosa??,0,0
eu to muito gata com meu gloss e minha toca preta,0,0
Rogério Ceni conquista seu terceiro título com o Fortaleza. Seu perfeccionismo e espírito vencedor não combinavam mesmo com o que existe dentro do São Paulo hoje. Foi ótimo negócio para ele ter saído.,0,0
"minha maior frustração é não poder fumar em casa, eu ia viver de cigarro e café preto",0,0
@hawkamala @explicitymarvel O negócio é difundir informação. a periferia precisa inclusive saber que ela tem como comer melhor (pq as carnes piores e os piores alimentos ficam pros pobres infelizmente) e que nao ter carne todo dia na mesa nao é sinonimo de n comer bem (senti isso a vida toda),0,0
"ah vou aproveitar a deixa entao  APOIO O PT HADDAD, LULA LIVRE, BOLSONARO MILICIANO CAIXA DOIS Q SEJA TIRADO DA PRESIDENCIA E SEJA PRESO HOMOFOBICO, RACISTA NOJENTO, LULA LIVREEEEEEEEEEEEEEE https://t.co/SC8x9ldLPf",0,0
Não aguento mais ver esse negócio de neymar,0,0
Entra na fila que a pegada é de negão..kkk,0,0
"N- Perfeição, A preta mais bonita do 32, ainda é simpática",0,0
"CURTE QUE EU MANDO NA DM  1- sim 2- sim 3- B, L, V, C, S, G 4- sim  5- Hetera top 6- não mais  7- nao 8- solteira  9- ja  10- virgem 11- já 12- H 13- semana retrasada  14- preto 15- ainda bem que não  16- nenhuma kkkk 17- lilianne  18- um total de 0 19- 27/08 20- se morasse perto",0,0
"já que eu vou ter que começar esses negócios tudo de novo, alguém me faz uma pergunta https://t.co/ZyHR9INfuO",0,0
Postei um negócio no story sobre sorteio dos dias dos namorados pra ajudar a guria lá e a Brenda veio toda cheia de graça. O jeito que a minha prima se acha engraçada é diferente,0,0
Eu tô tão feliz q primeira loja que eu fui já achei meu vestido pro casamento 😍 mais pra variar é preto 😂😂😂,0,0
"a senhorinha tá bem, foi o negócio q tava meio fora do lugar",0,0
"coração me fala, como é que você faz um negócio desses, trocar um pra sempre por as vezes, uma aventura por uma paixão 🎶",0,0
@Amarulacarvalho Negro pobre defendendo um governo racista que não gosta de pobre é o fim.  Dá até pena dessa criatura.,0,0
Ia sair de casa começou a chover vsf negão kkkkk,0,0
@haileyiconic fogo na racista 🙌🏽🙌🏽😡😡😎😎🙏🏼🙏🏼🙏🏼,0,0
Ser branco é bizarro pq surgem esses exemplos de racismo que os caras devem sofrer direto e quando eu leio eu fico tipo ???? NEM SABIA QUE ISSO ACONTECIA ai eu me sinto um lixo por nunca ter pensado nisso kkkkkk ai ai https://t.co/oMXFV1nGGW,0,0
"Jesus era anarquista, não era racista jogado na pista bebia vinho e chupava Madalena  respeitava as mina e fudia o sistema",0,0
"@Francis52667689 @LulaOficial @antunes_arnaldo Não, mas vou lhe apresentar a verdade. As pessoas estavam ali pelos shows gratuitos, pela imposição dos sindicatos, pelo pão com mortadela. Ninguém estava preocupado com o ladrão e muito menos com o futuro do país.",0,0
@kamsleroy É aquele ditado se a coisa tá preta é pq tá boa,0,0
@gleisi IBOPE? Não foi o mesmo que disse que Bolsonaro perderia até para amoedo? HADDAD ladrão e outros aí? Kkkkkkk é uma sem noção mesmo. O que vem da Globo como pesquisa e a mesma coisa que nada.,0,0
O laranjal de Bolsonaro é um negócio de família․ Por Fernando Brito https://t.co/KCbpVqx9OB via @iG,0,0
Tirei Tudo preto!  https://t.co/gBS04a352K,0,0
"@arth_ie Ele era o único macho e preto do local, então... sei lá?",0,0
"tempinho bom pra nois organizar uma fogueira coletiva, meninos trazem um homofobico e meninas trazem um racista",0,0
O mal do urubu é achar que o boi tá morto!,0,0
@lightsucks Eu sou seu gato preto,0,0
"Ta com aquele PC parado em casa?  Aquele notebook que só trava e você não sabe o que fazer? Ou então ta precisando de confeccionar um cartão de visita para o seu negócio, um banner para seu comércio?  Entra em contato! Disponível para qualquer dúvida! https://t.co/h4ajIfgmyI",0,0
Chocolate branco ou chocolate preto? — Os 2 pode? kkkk https://t.co/UNwosKFWYI,0,0
"@JuPorraaa Cidade amiga! Só não consegui aquela cor que queria, comprei preta mesmo",0,0
@vickfernandes tem que acabar é esse negócio de cu,0,0
@alface_lisa Ah mig rolo nesse negócio do fies eu to super preocupado !!! Nosso grandíssimo presidente com seu super ministro fudendo nossa vida,0,0
"@evynayara E olha se vc acha q não foi racismo meu anjo problema seu pq vc conhece muito bem a pessoa e sabe oq tá acontecendo, ou seja, tá achando ruim doque eu coloquei, pois bem, ache ruim aí na sua e sem me incomodar fazendo favor",0,0
@BellaBacker3 @emillyvaleriox Vemk preta ❤️,0,0
@isabsvian ou então quando tô em algum lugar onde tem uma pessoa negra e eu acabo achando que tô olhando demais e a pessoa vai pensar que sou racista,0,0
"Coração me fala, como é que vc faz um negócio desses?! 🎶",0,0
O assalto é o q mantém a economia de um pais: *pessoa compra celular  *pessoa é roubado *ladrão vende celular *pessoa compra outro celular ou ganha desconto se for dela CHANGE MY MIND !!,0,0
O ruim do cabelo vermelho é que desbota rápido 😭,0,0
@onlyviike @Tayledadour @CaioFreduzeski KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK NEM vc acredita nisso. Ela saiu na 3° semana e não sabia o que tinha acontecido? Só para ou de seguir pq foi extremamente criticada por chamar Paula de racista e sair com um agressor.,0,0
A cor preta é predominante na minha gaveta 😅 https://t.co/qyGmFThYoT,0,0
@Madruga_Lessa Ksjsksksk tendi agora negão,0,0
@bmoliveiraa Claro aquilo é tudo pessoal culto com muito vocabulário eu ia lá falar á preto kkk,0,0
"@luvcxntrol @demicarus @LwithP tinha feito 18 há umas duas semanas e fui numa social, tava conversando com um carinha há um tempo e ele tava lá ai a gente bjou hsuhs tremendo que tava, sabia nem o que fazer com a língua mas o negócio saiu",0,0
a foto de 2016 q eu achei misericordia eh isso q da tentar descolorir cabelo preto com 5 dedos de raiz https://t.co/sOX0hP8ZDv,0,0
@volt Chega deu um negócio aqui kkkkk,0,0
Suplemento do mal... de repente vi tudo ficando preto  ... QUE LOUCOOOO!😝,0,0
cadê o link do negócio pra colocar a borda no meu icon 😔,0,0
"E esse negócio do djonga ai no sesc hein, interessante",0,0
"@99leolima Não, isso é crime tbm. Sofra calado enquanto a polícia faz a investigação, até então você é ladrão. Ouça as pessoas te julgando e te acusando se no final você for inocente, foda-se. Importante é chamar a atenção",0,0
"@exposeddec @classicsts essa gay há uns tempos atrás veio me atacar e foi exposta no twitter, ao ponto de ter q desativar. aí depois de um tempo ele voltou dizendo q era ""comeback"". porra nenhuma. covarde q n aguentou o rojão e desativou por medo segue os prints dele sendo transfóbico/racista https://t.co/WjPCI1VEA2",0,0
"Rodrigo Maia jura de pé junto que a Câmara dos deputados é a solução  do Brasil, que Jair Bolsonaro só atrapalha a ""Santa Câmara"" que ficou 115 dias com a MP 871 quem tem 120 dias para ser votada.  Pelo jeito faltou articulação do ""Herói nacional"" Rodrigo Maia?? 🤔",0,0
@ecIipsehyuck KKKKKKKK AMIGO. o escândalo foi ele fazer um rap e falar que o DK tinha cabelo sujo e enrolado (algo assim) ai foi meu racista,0,0
@Cani_gabriell AH N NEGÃO... QUINTA-FEIRA EU FICO SIM,0,0
"""tenho um negócio pra te falar mas só pessoalmente""  ENTAO ESPERA ME ENCONTRAR PRA FALAR FILHO DA PUTA",0,0
Auto-realização é um negócio muito louco,0,0
"@thammy_dantas Se você conhecer a peça um dia, no outro já vai associar à esse tweet meu, minha amiga. O negócio é grave",0,0
"@BoladaoLenin @Ann_aD_ Pro racismo o negro já nasce adulto e perigoso. Já os privilegiados terão sempre um motivo que ""justifique"" suas cagadas.",0,0
"tá na hora de pintar a parte preta do cabelo dnv, mas to com medo de fazer cagada e pintar o rosa junto KKAKAKAKAK",0,0
Michelle Obama diz que sofreu racismo até quando era primeira-dama https://t.co/D6IwWL4Ukd,0,0
aki o rock dos anos 2000 ate 2010 do nordeste  02 - A Calcinha Preta é nossa - Calcinha Preta. [volume 12] https://t.co/2LVLSEeZMg via @YouTube,0,0
Qual melhor sorriso?  Primeiro: preto Segundo: azul  Cite sua resposta usando: My #TeenChoice nominee for #ChoiceMaleArtist is @Louis_Tomlinson https://t.co/T0Z1b6lKYr,0,0
amo  o  imaginário  que  só bolsonarista  é  abusador  e/ou  racista   como se a  esquerda fosse 100% perfeita sem racismo sem história  de  abusadores  &lt;3,0,0
"A Ferrovia Norte-Sul deve atender mercados como Brasília e Goiânia com o transporte de produtos industrializados em contêiners. Esse negócio vem crescendo, por exemplo, no corredor ferroviário entre os municípios de Sumaré (SP) e Rondonópolis (MT).Entenda: https://t.co/YCsQwoOsE1 https://t.co/hHAl68SWMJ",0,0
"Alaris, unidade de negócios Kodak Alaris apresenta soluções de transformação digital em conjunto com sua nova parceira de tecnologia SoftExpert ofertando soluções de digitalização e automação de processos de negócios na CIAB 2019 https://t.co/UHqNGQf0Jl",0,0
coração me fala como é que vc faz um negócio desses,0,0
Angela Davis: “O racismo voltou a ser mais violento e explícito” https://t.co/2xuBWYRcAh,0,0
"Clara é mt desesperada kkkk tem medo do negócio de enrolar o cabelo, da panela de pressão kkkkkkkkk",0,0
foda que ontem eu fui dormir muito tarde pq fiquei fazendo um negócio que o professor nem cobrou hoje,0,0
@rodrigoseabra11 uma camisola preta com lixívia ... GOD,0,0
Filha os homens só pensam em uma coisa  Oque mãe?  Macaco zaranha fodase🐒,0,0
"@Savagefiction @jairbolsonaro Que coisa curiosa, agora vao colicar racismo onde nao existe? Que comodo.",0,0
Minha Preta♥ https://t.co/d1M6JxBeYe,0,0
"preta, você tem noção do que você tem? me deixa no chão, por favor, vem com amor e carin",0,0
Aumentar as vendas e gerar uma maior visibilidade aos pequenos negócios é a proposta da Feira de Oportunidades em Barra do Corda realizada pelo #SebraeMA e vários parceiros + https://t.co/x939NtpNn5,0,0
"As pessoas composta desse grupo, são eu, ela e mais 3. E essas três pessoas em si, se acham as rainha da cocada preta",0,0
péssimo negócio coração,0,0
Thiago Neves destaca bom jogo do Cruzeiro e quer confirmar reação contra o Fluminense.                 https://t.co/ytI2xVkvzk https://t.co/ygfGbItoeS,0,0
"Estou aqui no Plenário do Senado Federal para fazer minha parte na aprovação do MP 871 de 2019, que combate a corrupção no INSS. Votação deve acontecer jaja! https://t.co/xjcjntToWz",0,0
@nalbuquerqueg então pq vc rt que queria 12 desses pastéis sua vaca preta,1,0
Péssimo negócio coração,0,0
@caioandre99 @luisfabi0 já sabemos como ele passou em física 1 negão,0,0
Fechei pacote pra Ouro Preto mas confesso que não to com essa animação toda não,0,0
"@Diogoringenberg @proliveir Tá certo, bandido em SP só o Paulo Preto, o resto livres e soltos...",0,0
jesus preto os motivos pra criticar o filme do rei leão kkkkkkkkkk vcs já foram melhores,0,0
Foi só eu chegar em casa pra descobrir que aqui ta sem internet. Oh inferno eu só queria postar o negócio do Garu e depois sumir. Meu 3G não aguenta nem carregar uma foto mano.,0,0
Rapaz esse negócio de querer/tentar ser fitness é complicado,0,0
". Se é eleitor confesso do Bostossauro e não defende miliciano, misoginia, racismo, machismo, escrotidão e toda forma de preconceito, esse eleitor bostonarista do print defende o quê??? https://t.co/Nyo7KCUgTB",0,0
"a minha mãe sempre tenta empurrar homem pra mim, parece que ela não entende que meu negócio eh outro",0,0
"E eu que tenho uma cena do Jungkook em Kings Of Suburbia pintando a unha de preto aí me vem o Jungkook na live dizendo que quer pintar, eu dei um GRITÃO",0,0
"Angelica  S. has joined the Spivi network from  Nova Fiusa - RibeirÃ£o Preto SÃ£o Paulo , salute!",0,0
@LuanFaixapreta apt faixa preta,0,0
estava pensando aqui nunca vi manequim na cor preta? ou se tem é raro,0,0
Pessoas falando que Monteiro Lobato é racista: a Eu: ELE FOI UM FIKHA DA PITA ISSO NAO TEM COMO A PROBABILIDADE ELE É UM ASCO PORRA DE IMPORTÂNCIA É O CSRAKHO,0,0
"bom twitter o negócio é o seguinte, eu não posso estar de tpm e ler livros românticos ao mesmo tempo porque aí eu fico no cio pra ter um romance e fico toda fofinha com os contatinho",0,0
"@gianoddi Lembrando q Douglas Costa cuspiu em um sujeito q o ofendia de forma racista, e o Tite, subalterno d marmanjo mlq, o cortou  Neymar, pisa no PSG, da soco na cara de torcedor, se envolve em escândalo, comete crime por ser mto burro...e no máximo vai ficar sem a sobremesa na granja",0,0
"Twitter : Pelo cancelamento da conta fake @lulaoficial no Twitter! - Assine a petição! Presidiário não tem que estar em rede social dando palpites, se não é ele, então é perfil fake se passando por ele.  #lulaTeEnganouBabaca 🇧🇷🇧🇷  https://t.co/nCPZwN2eaI via @change_br",0,0
@PauloVi25368684 @StockOsvaldo @toni__45 Cheguei  mesmo com a minha preta minguem se mete ya,0,0
Rolou a reunião de negócios,0,0
pra mim a turnê acabou depois dos shows do brasil mas só to esperando acabar isso oficialmente porque a bighit só tá fazendo o negócio ir ladeira abaixo,0,0
Qual melhor sorriso?  Primeiro: azul Segundo: preto  Cite sua resposta usando: My #TeenChoice nominee for #ChoiceMaleArtist is @Louis_Tomlinson https://t.co/8ghVviRAVf,0,0
"Eu só tenho a Alice de amigas, tá feio o negócio",0,0
"@friaveI MAS OQ É ISSO , MAS OQ É ISSO? RACISTA https://t.co/mZoSoChDD6",0,0
falaram que a beyonce não é boa pra dublar a Nala porque ela não tem voz de leao KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK QUEM É QUE TEM VOZ DE LEAO,0,0
"@caslu_sousaa Sabe que é neguin, quer resenha kkkkkkk",0,0
"geral falando dessa cabana, me explica esse negócio de cabana, qnt é o ingresso? onde vai ser? q dia? quero — é um evento de funk aqui em santa cruz, baseado em resenha, o ingresso fem tá 5,00 e masc tá 10, mas amanhã tem mudança… https://t.co/LLK7RtzmZh",0,0
caraca essa foto eh velha o higor de cabelo preto ainda serio eu sou completamente apaixonada por esses meninos nossa senhora eu nao aguento fe tanto q eu amo esses filhos da puta bando de corno do caralho,0,0
Juntou eu negão andriel e beiço só bobeira kkkkkkkkkkkkkk,0,0
O negócio chega ta ardendo a boca,0,0
"@Barum___ yuuka 16 anos, short bob preto chubby mt fofa e linda mete porrada em todo mundo a namoradinha chama miyuu um pouco alta e magra, loira parece braba mas é um amorzinho, mt fofa, ama bichinhos aquele yuri clichezao",0,0
"fodase irmao vcs só gostam de cabelo volumoso e negros na internet, eu vejo os olhares de vcs, eu sinto a energia ruim de vcs, pau no cu de vcs",0,0
@kamsleroy Não acredito q a corna tá tuitando um negócio desse 🖕🏻,0,0
@winwiau @_moonStay @faiirywoo amiga me manda pfvv só pra mim vê um negócio,0,0
sabe um negócio que ia ser muito massa? ver Aniquilação na casa do @GABSLOCKBICHO,0,0
"@illumioes @ForecastBR I Mo, sou de Rio Preto  Mas a minha gata sumiu, acabei de chegar e fui procurar ela, não achei  Eu vou chorar, socorro",0,0
elogie a régua do seu preto,0,0
Ana  Primeira impressão: metida Onde te conheci: CTG Confesso que: depois de te conhecer de vdd mudei minha opinião sobre vc Te shippo com: com um negão que te faça feliz,0,0
como e que vc faz um negócio desses,0,0
se a moda é pegar a preta pega as branca kskskaksks  - vetim   lil e @ChrisCarlos22 fazendo fofoca,0,0
Pelo menos uma preto e branco https://t.co/xIJ0VgSl6x,0,0
Mais de uma vez já vi falarem que meus livros versam sobre racismo. Não é verdade. Produção feita de negros para negros não precisa ser necessariamente sobre racismo. Raça não é o mesmo que racismo. Meu Afrofuturismo não é sobre gatilhos raciais. Somos MUITO MAIS que o racismo!,0,0
"vocês vivem militando em cima de negócio de sasaeng e invasão da privacidade dos meninos, mas é só um deles colocar um pé na rua e alguém tirar foto que vocês espalham ela até o c* do mundo",0,0
"Achei a namorada da Ludmilla a cara da Ashanti, principalmente com o cabelo preto.",0,0
"@randolfeap NEM PRECISEI PERDER TEMPO,QUANDO VEJO UM SENADOR OU DEPUTADO CONTRA AS MEDIDAS DO BOLSONARO,DIGA-SE DE PASSAGEM,SÃO FEITAS POR PROFISSIONAIS E NÃO PELOS POLÍTICOS LADRÕES COMO FOI DE SARNEY ATÉ AGORA/18, LOGO EU PERCEBO HÁ RABO PRESO E DEVE ALGUMA COISA,EM CULPA NO CARTÓRIO.SUJO.",0,0
"@sra_datas A forma de falar foi massa kkk, sabe aquele negócio que acende aí começa a sair uma cor, foi assim kkkk eu cair com a roxa",0,0
"@squadexolsbr @RadioDisneyBRA @weareoneEXO Boa noite @RadioDisneyBRA, gostaria de ouvir ""Love Shot"" do @weareoneEXO em sua programação, obrigado! #PediuTocouRD #SegundaComEXO @weareoneEXO Macaco",0,0
@Mayara__Roberta vc viu ele falando o negócio da cueca?,0,0
@bmoliveiraa Hahahahaha quanto me das se for lá meter me á preto,0,0
"@tiagoclc @CMelquiades1 @beruta E eu te xinguei onde, meu deus? Vai usar a desculpinha racista da mulher preta agressiva tb inventando que eu te xinguei? hahahahahhah",1,0
"O negócio agora é delas. Assista ao novo trailer de #RainhasDoCrimeoFilme, estrelando Melissa McCarthy, Tiffany Haddish, e Elisabeth Moss. Em Agosto somente nos cinemas. https://t.co/TqiyZeDr3X",0,0
"a homeopata me passou mais um remedinho 🙏 desde que eu comecei o tratamento não tive nem uma crise, acho que esse negócio funciona mesmo",0,0
Sdds do meu preto ❤,0,0
Minha avó procurando minha chave dentro do  negócio de ovokkkkkkkkkk,0,0
"Tô na dúvida de desenho na folha preta,no celular ou ir joga the Sims",0,0
família é um negócio que mexe de um jeito bizarro com a cabeça de um ser vivo  bizarro,0,0
"@Welling04505601 Excelentes perguntas! Por mais que eu me esforce n/ consigo conceber que existam pessoas que entram na política cheio de ""boas intenções"", com o peito estufado dizendo que trabalhará p/ o Bem Geral, mas quando lá dentro se tornam cafajestes, cretinos, safados, bandidos e ladrões!",0,0
"@alexstrategos @jairbolsonaro Vc vota em um cara machista,homofobico,xenofobico,racista e ainda se arrepende de ter votado nele?",0,0
"@CURTAOUGROSSA @andrelucaceres @Camilageorg O tal racismo velado. Quem sabe um dia ela entenderá que está se ""deitando"" com o inimigo.",0,0
"vocês vivem militando em cima de negócio de sasaeng e invasão da privacidade dos meninos, mas é só um deles colocar um pé na rua e alguém tirar foto que vocês espalham ela até o c* do mundo hmkk entendi",0,0
"@vicrrlh Eu estava fazendo o trabalho de filosofia, e terminei o de artes e estava esperando a Carol mandar os negócios de mat",0,0
Ele disse que não viu gato nenhum MAS EU TENHO CERTEZA que um gato preto correu pra frente do carro,0,0
CURTE QUE EU MANDO NA DM  1- sim 2- não  3- c  4- sempre   5- hétero  6- sim 7- sim 8- solteiro  9- não 10- leão 11- não 12- c  13- sábado  14- preto 15- quem sabe  16- 11 17- Taís  18- 3  19- 30/07  20- não,0,0
"Preparei uma aula sobre variedade e variação linguística utilizando basicamente três musicas: Rosa, do Pixinguinha, Negro Drama, do Racionais MC e Assim Preto, de Luiz Gonzaga. Minha nossa, como o jovem da periferia se identifica com Negro Drama! Coisa mais linda!",0,0
"📢 ATENÇÃO!! FIQUEM ATENTOS 🔈🔉🔊  Se acordar no meio da noite e perceber que as torneiras de água externas estão abertas, não vá para fora para fechá-las. Os ladrões, agora, estão usando isso para que as vítimas abram… https://t.co/rfWVFUOWDJ",0,0
"negócio é nao se apegar q dai quando morre vc n sente nada, isso  MAS AS HISTÓRIAS SÃO TRISTES DEMAIS E EU ACABO ME SENSIBILIZANDO MEU FEUS DO CEU AQAAAA",0,0
"#ibovespa subiu 0,7% no mês.   E o #idiv 3,14%.  No ano, a diferença passa de 4% de alpha.   Em resumo: comprar boas pagadoras (ser socio) de dividendos sempre é um bom negócio.   Isso vale para grandes gestores até os pequenos investidores.",0,0
"No Brasil, os PRETOS, são os que mais morrem, são os que mais matam, e são os que mais são presos. Ser PRETO é foda. E eu to aqui pra contrariar as estatísticas, ser PRETO é foda em todos os sentidos, logo menos, eu mais um preto RICO !",0,0
"LEGENDADO: Novo trailer de ""O Rei Leão"", onde finalmente mostra as vozes de Beyoncé como Nala e, demais personagens como Timão, Pumba e o macaco, Rafiki. 👑🦁  Estreia dia 18 de Julho nos cinemas brasileiros. https://t.co/hqtV5yfu1U",0,0
"No entanto, um funcionário a abordou e a tratou como se estivesse trabalhando no espaço.  “Uma mulher negra sentada no chão, independente de quanto tenha no bolso, neste país, é uma babá""  https://t.co/4UqHCtCoLS",0,0
"""No dia dos protestos (Weintraub) fez uma apresentação Disney c o negócio do guarda-chuva, batendo na bancada do Rio, como se ñ fosse precisar de nenhum deputado do Rio p votar.Então, ele ñ é ator.É ministro da Educação. Respeito, mas está errando.E está errando contra o governo"" https://t.co/rqa98xlKcc",0,0
@ClaraDiniz11 ouro preto é perigoso,0,0
"O Negócio é não dar moleza né, se der moleza tu sabe.. GAME OVER",0,0
@essediafoilouco São Paulo  Santos  Guarani  Portuguesa  Paulista  Corinthians  Santo André  São Caetano  Ponte Preta  Palmeiras,0,0
"@jose_amorim_ Hahaha sou de usar, e uma calça preta pra fechar com chave de ouro",0,0
"o negócio eh que a gente tem que INCENTIVAR as pessoas a deixar de consumir alimento de origem a animal e não enfiar a guela a baixo das pessoas, como uma ditadura vegana, assim nada muda",0,0
Comprei uma calça tactel rosê e já quero comprar outra na cor preta e de outras cores também pq eu tô um nojo de tão apaixonadaaaaa,0,0
@rodsuxs sendo q passei a infância toda como  aladdin: foi só um pãozinho eu junto com os guardas: PEGUEM LOGO O LADRÃOZINHO,0,0
@PxEmilly03 aqui tá tudo preto,0,0
queria um relógio preto,0,0
Olá eu sou Rute Sant Anna tenho 20 anos estudo marketing. Eu preciso muito de um computador para estudar estou no 3° período e p/ trabalhar. Acredito que aos pouquinhos e com muita empatia conquistamos nossos sonhos  Ajude uma Preta a comprar um notebook. https://t.co/esyLtqjiNe,0,0
Todo esse lugar vago e o infeliz me escolhe a blusa preta pra deitar em cima https://t.co/M2DrWIk4jy,0,0
